Estado civil,Modo de aplicacion,Orden de aplicacion,Carrera,Jornada,Nivel educativo previo,Nota educacion previa,Nacionalidad,Educacion madre,Educacion padre,Ocupacion madre,Ocupacion padre,Nota de admisión,Desplazado,Necesidades educativas especiales,Deudor,Pago de matricula al dia,Genero,Becado,Edad de ingreso,Internacional,Creditos homologados 1er semestre,Materias inscritas 1er semestre,Evaluaciones 1er semestre,Materias aprobadas 1er semestre,Promedio 1er semestre,Materias sin evaluacion 1er semestre,Creditos homologados 2do semestre,Materias inscritas 2do semestre,Evaluaciones 2do semestre,Materias aprobadas 2do semestre,Promedio 2do semestre,Materias sin evaluación 2do semestre,Tasa de desempleo,Tasa de inflacion,PIB,Resultado
Soltero,Otra carrera,1,Higiene oral,Diurna,Grado,140,Portugués,Grado,Grado,Profesional,Profesional,140,No,No,Sí,No,Hombre,No,38,No,0,7,8,3,12.66666667,0,0,5,5,0,0,0,13.9,-0.3,0.79,Dropout
Soltero,1ra fase general,1,Multimedia,Diurna,Secundaria,124,Portugués,Básica ciclo 3,Secundaria completa,No calificado,No calificado,121.2,Sí,No,No,Sí,Hombre,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
Soltero,Cambio carrera,4,Multimedia,Diurna,Secundaria,136,Portugués,Primaria,Primaria,No calificado,No calificado,123.8,Sí,No,No,Sí,Hombre,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
Soltero,Otra carrera,1,Ing. Informática,Diurna,Secundaria,140.8,Portugués,Desconocido,Desconocido,Estudiante,Estudiante,134,No,No,No,Sí,Hombre,No,24,No,0,5,0,0,0,0,0,5,0,0,0,0,7.6,2.6,0.32,Dropout
Soltero,3ra fase,3,Diseño comunicación,Diurna,Secundaria,142,Portugués,Secundaria completa,Primaria,Administrativo,Obrero calificado,130.8,Sí,No,No,No,Hombre,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,133,Portugués,Primaria,Básica ciclo 2,No calificado,No calificado,130.2,Sí,No,No,Sí,Hombre,Sí,19,No,0,7,7,7,13.7,0,0,8,9,8,14.02222222,0,16.2,0.3,-0.92,Graduate
Soltero,1ra fase general,1,Administración,Diurna,Secundaria,131,Portugués,Grado,Básica ciclo 3,Técnico,Fuerzas armadas,123.3,No,No,No,Sí,Hombre,No,19,No,0,5,7,5,11.8,0,0,5,8,4,12.4,2,16.2,0.3,-0.92,Enrolled
Soltero,Mayor de 23,1,Ing. Informática,Diurna,Grado,130,Portugués,Grado,Grado,Técnico,Fuerzas armadas,147.6,No,No,No,Sí,Hombre,No,31,No,0,5,0,0,0,0,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
Soltero,2da fase,1,Marketing,Diurna,Secundaria,120,Portugués,Básica ciclo 2,Primaria,No calificado,Operador maquinaria,113.4,Sí,No,No,Sí,Hombre,Sí,19,No,0,6,6,6,13.33333333,0,0,6,7,6,13.28571429,0,8.9,1.4,3.51,Graduate
Soltero,2da fase,1,Diseño comunicación,Diurna,Secundaria,141,Portugués,Básica ciclo 3,Básica ciclo 2,Administrativo,Servicios,133.7,Sí,No,No,Sí,Hombre,No,22,No,0,6,7,5,11.4,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate
Soltero,Mayor de 23,1,Veterinaria,Diurna,Secundaria,130,Portugués,Desconocido,Secundaria completa,Estudiante,Profesional,128.2,No,No,No,Sí,Hombre,No,25,No,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,168,Portugués,Secundaria completa,Secundaria completa,Servicios,Servicios,161,Sí,No,No,Sí,Hombre,No,18,No,0,7,7,7,16.14285714,0,0,8,9,0,0,0,16.2,0.3,-0.92,Dropout
Soltero,Otra carrera,1,Enfermería,Diurna,Grado,130,Portugués,Primaria,Primaria,Otro,Otro,130,Sí,No,No,Sí,Hombre,No,30,No,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Dropout
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,156,Portugués,Básica ciclo 2,Primaria,No calificado,No calificado,156.3,No,No,No,Sí,Hombre,Sí,18,No,0,8,8,8,15.63375,0,0,8,8,8,15.63375,0,9.4,-0.8,-3.12,Graduate
Soltero,1ra fase general,1,Periodismo,Diurna,Secundaria,137,Portugués,Secundaria completa,Secundaria completa,Servicios,Servicios,129.3,Sí,No,No,Sí,Hombre,No,18,No,0,6,6,6,13.66666667,0,0,6,6,6,14.5,0,12.7,3.7,-1.7,Graduate
Soltero,2da fase,6,Periodismo,Diurna,Secundaria,131,Portugués,Desconocido,Desconocido,Estudiante,Estudiante,129.3,No,No,No,Sí,Hombre,No,18,No,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,Dropout
Soltero,1ra fase general,1,Trabajo social,Diurna,Secundaria,130,Portugués,Básica ciclo 2,Básica ciclo 2,Obrero calificado,Obrero calificado,136.3,Sí,No,No,Sí,Hombre,No,18,No,0,6,8,6,12.5,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate
Soltero,Mayor de 23,1,Marketing,Diurna,Secundaria,133.1,Portugués,Secundaria completa,Básica ciclo 3,Administrativo,No calificado,140,No,No,No,Sí,Hombre,Sí,25,No,0,6,8,6,12.28571429,0,0,6,6,6,13,0,15.5,2.8,-4.06,Graduate
Soltero,1ra fase general,1,Ing. Informática,Diurna,Secundaria,131,Portugués,Grado,Secundaria completa,Administrativo,Directivo,135.9,No,No,No,Sí,Hombre,No,18,No,0,5,10,2,14,0,0,5,7,3,11,1,7.6,2.6,0.32,Enrolled
Soltero,1ra fase general,5,Multimedia,Diurna,Secundaria,160,Portugués,Secundaria completa,Secundaria completa,Administrativo,Administrativo,139.7,No,No,No,Sí,Hombre,No,18,No,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout
Soltero,1ra fase general,4,Administración,Diurna,Secundaria,117,Portugués,Secundaria completa,Básica ciclo 2,Operador maquinaria,No calificado,117,Sí,No,No,Sí,Hombre,No,19,No,0,5,5,4,10.75,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled
Soltero,Mayor de 23,1,Higiene oral,Diurna,Educación básica,133.1,Portugués,Básica ciclo 3,Secundaria completa,Obrero calificado,Fuerzas armadas,105,No,No,No,Sí,Hombre,No,25,No,0,7,14,4,12.95,1,0,7,11,4,13.125,1,15.5,2.8,-4.06,Dropout
Soltero,1ra fase general,3,Enfermería,Diurna,Secundaria,130,Portugués,Primaria,Básica ciclo 2,No calificado,Servicios,130.5,Sí,No,No,Sí,Mujer,No,19,No,0,7,7,6,12.45,0,0,7,7,6,12.45,0,7.6,2.6,0.32,Graduate
Soltero,Especialización tecnológica,1,Administración (noche),Nocturna,Especialización tecnológica,130,Portugués,Primaria,Primaria,No calificado,No calificado,130,No,No,No,Sí,Mujer,No,31,No,2,6,12,4,12.25,0,3,7,9,7,12,0,9.4,-0.8,-3.12,Enrolled
Soltero,1ra fase general,3,Enfermería,Diurna,Secundaria,137,Portugués,Básica ciclo 3,Básica ciclo 3,Servicios,Administrativo,131.5,Sí,No,No,Sí,Mujer,Sí,20,No,0,8,8,8,13.38125,0,0,8,8,8,13.38125,0,9.4,-0.8,-3.12,Graduate
Soltero,Transferencia,1,Enfermería,Diurna,Secundaria,133.1,Brasileño,Grado,Secundaria completa,Técnico,Fuerzas armadas,100,Sí,No,No,No,Mujer,No,33,Sí,1,7,10,5,12.16,0,0,6,7,5,11.34,0,12.4,0.5,1.79,Dropout
Soltero,Especialización tecnológica,1,Veterinaria,Diurna,Especialización tecnológica,140,Portugués,Secundaria completa,Grado,No calificado,Administrativo,140,No,No,Sí,No,Mujer,No,24,No,2,6,11,4,12.5,0,1,6,18,2,11.5,0,12.4,0.5,1.79,Enrolled
Soltero,2da fase,4,Trabajo social,Diurna,Secundaria,140,Portugués,Básica ciclo 3,Primaria,No calificado,No calificado,130.2,Sí,No,No,Sí,Mujer,Sí,18,No,0,6,8,6,12.75,0,0,6,10,6,12.16666667,0,12.7,3.7,-1.7,Graduate
Soltero,2da fase,2,Enfermería,Diurna,Secundaria,135,Portugués,Secundaria completa,Básica ciclo 3,Administrativo,Fuerzas armadas,133.5,Sí,No,No,Sí,Mujer,No,19,No,0,8,8,8,13.3425,0,0,8,8,8,13.3425,0,9.4,-0.8,-3.12,Graduate
Soltero,1ra fase general,4,Enfermería,Diurna,Secundaria,140,Portugués,Básica ciclo 2,Básica ciclo 2,Obrero calificado,Obrero calificado,133.2,Sí,No,No,Sí,Mujer,Sí,20,No,0,7,10,7,14.175,0,0,8,14,6,13.03125,0,15.5,2.8,-4.06,Graduate
Casado,Mayor de 23,1,Enfermería,Diurna,Secundaria,100,Portugués,Primaria,Básica ciclo 2,Administrativo,Administrativo,130,No,No,No,Sí,Hombre,Sí,33,No,0,8,16,1,10,1,0,8,16,1,10,1,12.7,3.7,-1.7,Enrolled
Soltero,Mayor de 23,1,Ing. Informática,Diurna,Secundaria,160,Portugués,Básica ciclo 2,Primaria,Obrero calificado,Obrero calificado,129,No,No,No,Sí,Hombre,No,24,No,0,5,9,0,0,0,0,5,8,2,14.5,2,7.6,2.6,0.32,Dropout
Soltero,Mayor de 23,1,Administración (noche),Nocturna,Educación básica,133.1,Portugués,Pregrado,Secundaria completa,Profesional,Administrativo,100,No,No,No,Sí,Hombre,No,24,No,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,Dropout
Soltero,2da fase,1,Veterinaria,Diurna,Secundaria,128,Portugués,Básica ciclo 2,Primaria,No calificado,No calificado,116.5,Sí,No,No,Sí,Hombre,No,18,No,0,5,6,5,12,0,0,5,8,5,12.14285714,0,10.8,1.4,1.74,Graduate
Soltero,1ra fase general,2,Turismo,Diurna,Secundaria,121,Portugués,Primaria,Primaria,No calificado,No calificado,124.2,Sí,No,No,Sí,Mujer,Sí,18,No,0,6,8,6,10.57142857,0,0,6,9,5,11.4,0,16.2,0.3,-0.92,Graduate
Soltero,Cambio institución,1,Veterinaria,Diurna,Secundaria,127,Portugués,Grado,Grado,Profesional,Operador maquinaria,138.8,Sí,No,No,Sí,Mujer,No,22,No,4,12,19,11,14.15384615,0,5,12,20,12,15.42857143,0,8.9,1.4,3.51,Graduate
Soltero,1ra fase general,1,Periodismo,Diurna,Secundaria,132,Portugués,Pregrado,Secundaria completa,No calificado,No calificado,126.4,Sí,Sí,No,Sí,Mujer,Sí,18,No,0,6,9,6,11.16666667,0,0,6,11,5,12.4,0,10.8,1.4,1.74,Graduate
Soltero,1ra fase general,1,Multimedia,Diurna,Secundaria,147,Portugués,Básica ciclo 3,Básica ciclo 3,Técnico,Fuerzas armadas,151.9,Sí,No,No,Sí,Mujer,No,21,No,13,17,20,17,12,0,14,17,18,17,12.66666667,0,11.1,0.6,2.02,Graduate
Casado,Mayor de 23,1,Administración (noche),Nocturna,Secundaria,110,Portugués,Primaria,Primaria,Servicios,Directivo,120,Sí,No,No,Sí,Mujer,No,38,No,0,5,11,3,11.33333333,0,0,5,9,4,12,0,9.4,-0.8,-3.12,Dropout
Soltero,Cambio carrera,1,Trabajo social,Diurna,Secundaria,142,Portugués,Desconocido,Desconocido,Sin dato,Sin dato,131.9,No,No,No,Sí,Mujer,Sí,29,No,9,16,17,16,12.58823529,0,10,13,14,13,13.35714286,0,9.4,-0.8,-3.12,Graduate
Soltero,Especialización tecnológica,1,Equinocultura,Diurna,Especialización tecnológica,130,Portugués,Básica ciclo 2,Primaria,Administrativo,No calificado,130,Sí,No,No,Sí,Mujer,Sí,20,No,0,6,11,4,12,0,0,6,9,4,10.75,0,16.2,0.3,-0.92,Enrolled
Soltero,2da fase,1,Turismo,Diurna,Secundaria,131,Portugués,Básica ciclo 2,Primaria,Administrativo,No calificado,131.7,Sí,No,No,No,Mujer,No,18,No,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
Casado,Cambio carrera,1,Administración (noche),Nocturna,Secundaria,110,Portugués,Primaria,Primaria,No calificado,No calificado,132.5,No,No,No,Sí,Hombre,No,37,No,7,12,13,12,12.25,0,8,13,13,13,12.84615385,0,9.4,-0.8,-3.12,Graduate
Soltero,1ra fase general,3,Administración,Diurna,Secundaria,128,Portugués,Grado,Grado,Servicios,Fuerzas armadas,116.5,No,No,No,Sí,Hombre,No,20,No,0,5,7,5,11.6,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate
Soltero,1ra fase general,1,Equinocultura,Diurna,Secundaria,136,Portugués,Básica ciclo 3,Básica ciclo 3,Otro,Operador maquinaria,133.9,Sí,No,No,No,Hombre,No,20,No,0,5,7,4,13,0,0,5,11,3,12,2,10.8,1.4,1.74,Dropout
Casado,Mayor de 23,1,Ing. Informática,Diurna,Secundaria,120,Portugués,Primaria,Básica ciclo 2,No calificado,Fuerzas armadas,145.4,No,No,Sí,Sí,Hombre,No,40,No,0,5,11,3,10.66666667,0,0,5,5,2,12.5,0,16.2,0.3,-0.92,Dropout
Casado,Mayor de 23,1,Trabajo social (noche),Nocturna,Secundaria,140,Portugués,Primaria,Grado,No calificado,Fuerzas armadas,172,No,No,No,Sí,Hombre,No,44,No,5,11,21,9,12.33333333,0,8,11,16,9,11,0,12.4,0.5,1.79,Enrolled
Soltero,1ra fase general,1,Administración,Diurna,Secundaria,118,Portugués,Secundaria completa,Secundaria completa,No calificado,No calificado,111,No,No,No,No,Hombre,No,21,No,0,5,7,2,11,0,0,5,9,3,11.42857143,0,10.8,1.4,1.74,Dropout
Soltero,Especialización tecnológica,1,Diseño comunicación,Diurna,Especialización tecnológica,120,Portugués,Pregrado,Básica ciclo 3,Técnico,Operador maquinaria,120,No,No,No,Sí,Hombre,No,21,No,2,7,10,6,13.42857143,0,5,9,9,8,13.125,0,16.2,0.3,-0.92,Graduate
Soltero,1ra fase general,6,Enfermería,Diurna,Secundaria,151,Portugués,Grado,Secundaria completa,Profesional,Directivo,129.8,Sí,No,No,Sí,Hombre,No,18,No,0,8,10,8,13.05375,2,0,8,10,8,13.05375,2,9.4,-0.8,-3.12,Graduate
Soltero,1ra fase general,5,Enfermería,Diurna,Secundaria,130,Portugués,Secundaria completa,Grado,No calificado,Fuerzas armadas,118.1,Sí,No,No,Sí,Hombre,No,18,No,0,7,10,6,12.03571429,0,0,8,9,7,13.75,0,13.9,-0.3,0.79,Enrolled
Soltero,Mayor de 23,1,Agronomía,Diurna,Secundaria,140,Portugués,Grado,Secundaria completa,Servicios,No calificado,130,No,No,No,Sí,Hombre,No,27,No,0,6,6,6,14.16666667,0,0,6,7,6,13.83333333,0,11.1,0.6,2.02,Graduate
Casado,Mayor de 23,1,Diseño comunicación,Diurna,Educación básica,133.1,Portugués,Primaria,Primaria,No calificado,Fuerzas armadas,126.3,No,No,No,No,Hombre,No,38,No,0,6,6,0,0,0,0,6,8,0,0,0,10.8,1.4,1.74,Dropout
Soltero,3ra fase,1,Equinocultura,Diurna,Secundaria,146,Portugués,Grado,Grado,Servicios,Profesional,137.8,No,No,No,Sí,Hombre,No,18,No,0,6,11,5,13.6,0,0,6,13,3,12.66666667,0,13.9,-0.3,0.79,Dropout
Soltero,2da fase,4,Turismo,Diurna,Secundaria,122,Portugués,Secundaria completa,Secundaria completa,Administrativo,Profesional,116.1,Sí,No,No,Sí,Hombre,No,19,No,0,6,7,5,12.2,0,0,6,12,2,12,0,7.6,2.6,0.32,Enrolled
Soltero,1ra fase general,1,Equinocultura,Diurna,Secundaria,121,Portugués,Grado,Básica ciclo 3,Profesional,No calificado,115.4,Sí,No,No,Sí,Hombre,No,18,No,0,6,8,6,13.71428571,0,0,6,7,5,13.33333333,0,15.5,2.8,-4.06,Dropout
Soltero,Cambio carrera,1,Periodismo,Diurna,Secundaria,127,Portugués,Secundaria completa,Secundaria completa,No calificado,Agricultura,110,No,No,Sí,No,Hombre,No,19,No,0,6,10,3,11.66666667,0,0,6,11,2,10,0,16.2,0.3,-0.92,Dropout
Soltero,Mayor de 23,1,Marketing,Diurna,Secundaria,133.1,Portugués,Primaria,Primaria,Otro,Otro,97.4,No,No,Sí,No,Hombre,No,44,No,0,6,9,1,14,0,0,6,6,0,0,0,12.7,3.7,-1.7,Dropout
Soltero,Especialización tecnológica,1,Veterinaria,Diurna,Especialización tecnológica,130,Portugués,Secundaria completa,Secundaria completa,Administrativo,Administrativo,130,Sí,Sí,No,Sí,Hombre,No,26,No,2,6,20,4,12.5,0,1,6,16,3,10,0,15.5,2.8,-4.06,Dropout
Soltero,Cambio carrera,1,Equinocultura,Diurna,Secundaria,156,Portugués,Básica ciclo 3,Secundaria completa,No calificado,Administrativo,156,No,No,Sí,No,Hombre,No,24,No,0,6,11,5,11.83333333,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,Dropout
Soltero,Mayor de 23,1,Agronomía,Diurna,Secundaria,130,Portugués,Básica ciclo 3,Secundaria completa,No calificado,Agricultura,126.1,Sí,No,No,No,Hombre,No,27,No,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
Soltero,Mayor de 23,1,Agronomía,Diurna,Secundaria,110,Portugués,Secundaria completa,Secundaria completa,No calificado,Administrativo,120,No,No,Sí,No,Hombre,No,27,No,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
Soltero,Cambio carrera,1,Diseño comunicación,Diurna,Secundaria,108,Portugués,Básica ciclo 2,Básica ciclo 2,Obrero calificado,Obrero calificado,105.2,Sí,No,No,Sí,Hombre,No,25,No,11,17,18,13,11.53846154,0,10,15,15,10,12.4,0,12.7,3.7,-1.7,Dropout
Soltero,Especialización tecnológica,1,Agronomía,Diurna,Secundaria,120,Portugués,Grado,Pregrado,Profesional,Agricultura,120,Sí,No,No,Sí,Hombre,No,21,No,4,9,14,7,11.28571429,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,Enrolled
Soltero,1ra fase general,1,Multimedia,Diurna,Secundaria,150,Portugués,Básica ciclo 2,Básica ciclo 3,No calificado,No calificado,137.8,Sí,No,No,Sí,Hombre,Sí,19,No,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
Soltero,2da fase,2,Diseño comunicación,Diurna,Secundaria,152,Portugués,Especialización tecnológica,Especialización tecnológica,Técnico,Técnico,134.2,Sí,No,No,Sí,Hombre,No,20,No,0,6,7,5,11.8,0,0,6,9,4,12,0,15.5,2.8,-4.06,Enrolled
Soltero,Especialización tecnológica,1,Ing. Informática,Diurna,Especialización tecnológica,150,Portugués,Básica ciclo 3,Grado,Servicios,Profesional,150,No,No,No,Sí,Hombre,No,20,No,0,5,16,0,0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,Enrolled
Soltero,2da fase,5,Ing. Informática,Diurna,Secundaria,123,Portugués,Grado,Secundaria completa,Profesional,No calificado,116,Sí,No,Sí,No,Hombre,No,20,No,0,5,5,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
Soltero,1ra fase general,1,Ing. Informática,Diurna,Secundaria,150,Portugués,Secundaria completa,Secundaria completa,Técnico,Técnico,143.4,No,No,No,No,Hombre,Sí,18,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled
Soltero,2da fase,1,Multimedia,Diurna,Secundaria,145,Portugués,Maestría,Maestría,Técnico,Técnico,143.6,No,No,Sí,Sí,Hombre,No,19,No,5,12,12,10,12.7,0,4,11,16,10,12.27272727,0,8.9,1.4,3.51,Enrolled
Soltero,Especialización tecnológica,1,Equinocultura,Diurna,Especialización tecnológica,150,Portugués,Secundaria completa,Primaria,Administrativo,Operador maquinaria,150,Sí,No,No,No,Mujer,No,22,No,1,6,10,3,12.66666667,0,0,6,7,0,0,0,15.5,2.8,-4.06,Dropout
Soltero,1ra fase general,4,Marketing,Diurna,Secundaria,125,Portugués,Maestría,Básica ciclo 3,Profesional,Servicios,118,Sí,No,No,Sí,Mujer,No,19,No,0,6,7,6,14.42857143,0,0,6,8,6,15,2,16.2,0.3,-0.92,Graduate
Soltero,1ra fase general,4,Enfermería,Diurna,Secundaria,117,Portugués,Secundaria completa,Secundaria completa,Administrativo,Obrero calificado,109.3,Sí,No,No,Sí,Mujer,Sí,18,No,0,7,7,7,13.11714286,0,0,8,9,7,12.6,0,11.1,0.6,2.02,Graduate
Soltero,1ra fase general,2,Trabajo social,Diurna,Secundaria,121,Portugués,Básica ciclo 3,Básica ciclo 3,191,171,119.3,Sí,No,Sí,Sí,Mujer,No,20,No,0,6,7,6,12.66666667,0,0,6,7,6,11.83333333,0,8.9,1.4,3.51,Graduate
Soltero,2da fase,1,Multimedia,Diurna,Secundaria,140,Brasileño,Secundaria completa,Secundaria completa,Servicios,Obrero calificado,146.3,Sí,No,No,Sí,Mujer,Sí,18,Sí,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout
Soltero,Mayor de 23,1,Periodismo,Diurna,Secundaria,130,Portugués,Secundaria completa,Básica ciclo 3,Directivo,Técnico,161.5,No,No,No,Sí,Hombre,No,36,No,0,6,7,6,15.28571429,0,0,6,6,6,16.5,0,10.8,1.4,1.74,Graduate
Soltero,Internacional,1,Administración,Diurna,Secundaria,140,Santotomense,Primaria,Pregrado,Agricultura,Administrativo,140,No,No,Sí,Sí,Hombre,No,19,Sí,0,5,12,3,10.5,0,0,5,8,4,11.25,0,12.4,0.5,1.79,Graduate
Soltero,Ciclo corto,1,Administración,Diurna,Técnico,140,Portugués,Secundaria completa,Secundaria completa,Agricultura,Agricultura,142.2,No,No,No,Sí,Hombre,Sí,21,No,6,11,11,11,12.63636364,0,3,9,11,9,12.6,0,8.9,1.4,3.51,Graduate
Soltero,1ra fase general,1,Administración,Diurna,Secundaria,140,Portugués,Básica ciclo 3,Básica ciclo 2,No calificado,No calificado,129.2,Sí,No,No,Sí,Mujer,No,26,No,0,5,6,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,Dropout
Soltero,Mayor de 23,1,Agronomía,Diurna,Secundaria,140,Brasileño,Secundaria completa,Secundaria completa,No calificado,No calificado,100,No,No,Sí,No,Mujer,No,29,Sí,3,9,9,3,14.33333333,0,1,7,8,1,14,0,15.5,2.8,-4.06,Dropout
Soltero,Especialización tecnológica,1,Turismo,Diurna,Especialización tecnológica,170,Portugués,Básica ciclo 3,Pregrado,No calificado,Técnico,170,No,No,No,No,Hombre,No,26,No,2,8,14,8,15.125,0,1,6,12,6,13.66666667,0,11.1,0.6,2.02,Enrolled
Soltero,Otra carrera,1,Enfermería,Diurna,Grado,140,Portugués,Grado,Básica ciclo 3,Profesional,Agricultura,140,No,No,No,Sí,Hombre,No,27,No,0,7,0,0,0,0,0,8,0,0,0,0,12.4,0.5,1.79,Dropout
Soltero,Cambio institución,1,Administración,Diurna,Secundaria,116,Portugués,Grado,Grado,Profesional,Profesional,115.2,No,No,Sí,Sí,Hombre,No,32,No,2,7,16,3,12,0,3,8,10,3,10.33333333,0,8.9,1.4,3.51,Enrolled
Soltero,Especial Madeira,3,Educación básica,Diurna,Secundaria,134,Portugués,Primaria,Básica ciclo 3,No calificado,Servicios,121.4,Sí,No,No,Sí,Mujer,Sí,23,No,0,6,10,4,14.25,1,0,6,8,5,12,0,7.6,2.6,0.32,Enrolled
Soltero,Mayor de 23,1,Administración,Diurna,Secundaria,133.1,Brasileño,Básica ciclo 2,Básica ciclo 2,No calificado,Operador maquinaria,134.8,No,No,No,Sí,Mujer,No,24,Sí,0,5,12,2,10.5,0,0,5,9,4,10,2,16.2,0.3,-0.92,Enrolled
Soltero,1ra fase general,2,Periodismo,Diurna,Secundaria,140,Portugués,Secundaria completa,Secundaria completa,No calificado,No calificado,136.9,Sí,No,No,Sí,Mujer,Sí,19,No,0,6,7,6,13.5,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate
Soltero,Transferencia,1,Agronomía,Diurna,Secundaria,140,Portugués,Básica ciclo 3,Básica ciclo 3,Administrativo,Administrativo,140,Sí,No,No,Sí,Hombre,No,25,No,0,6,14,5,11.66666667,0,0,6,11,4,12,0,15.5,2.8,-4.06,Enrolled
Soltero,2da fase,6,Turismo,Diurna,Secundaria,108,Portugués,Secundaria completa,Básica ciclo 3,Administrativo,Servicios,112.2,Sí,No,No,Sí,Hombre,No,19,No,0,6,13,5,10.8,0,0,6,12,3,10,0,9.4,-0.8,-3.12,Enrolled
Soltero,1ra fase general,3,Periodismo,Diurna,Secundaria,149,Portugués,Secundaria completa,Grado,Estudiante,Estudiante,148.7,No,No,No,No,Hombre,No,20,No,0,4,4,0,0,0,0,4,8,0,0,0,10.8,1.4,1.74,Dropout
Casado,1ra fase general,1,Turismo,Diurna,Secundaria,140,Portugués,Básica ciclo 3,Básica ciclo 2,Administrativo,Obrero calificado,133,No,No,No,Sí,Hombre,No,33,No,3,9,11,9,12.8,0,2,7,9,7,11.42857143,0,12.7,3.7,-1.7,Graduate
Casado,Mayor de 23,1,Administración (noche),Nocturna,Secundaria,140,Portugués,Primaria,Otro 11,No calificado,No calificado,150,No,No,Sí,Sí,Hombre,No,35,No,0,5,6,5,10.8,0,0,5,7,5,12,2,9.4,-0.8,-3.12,Dropout
Soltero,1ra fase general,1,Administración,Diurna,Secundaria,133.1,Portugués,Primaria,Básica ciclo 2,Obrero calificado,Obrero calificado,98,Sí,No,No,Sí,Hombre,No,23,No,0,5,8,4,11.4,0,0,5,7,4,11,0,11.1,0.6,2.02,Graduate
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,125,Portugués,Primaria,Básica ciclo 3,No calificado,No calificado,122.4,Sí,No,No,Sí,Hombre,No,19,No,0,7,7,7,13.72571429,0,0,8,8,8,14.5,0,11.1,0.6,2.02,Graduate
Soltero,1ra fase general,1,Marketing,Diurna,Secundaria,133.1,Portugués,Secundaria completa,Primaria,No calificado,Fuerzas armadas,139,No,No,No,Sí,Hombre,No,21,No,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,Enrolled
Soltero,1ra fase general,5,Diseño comunicación,Diurna,Secundaria,133.1,Portugués,Secundaria completa,Básica ciclo 3,Técnico,Técnico,112,Sí,No,No,Sí,Hombre,Sí,21,No,0,6,6,6,13.5,0,0,6,6,6,11.16666667,0,11.1,0.6,2.02,Graduate
Soltero,Mayor de 23,1,Enfermería,Diurna,Secundaria,130,Portugués,Primaria,Primaria,Técnico,Obrero calificado,143.8,No,No,No,Sí,Hombre,No,27,No,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,Dropout
Soltero,2da fase,3,Administración,Diurna,Secundaria,122,Portugués,Grado,Básica ciclo 2,123,171,116.1,Sí,No,Sí,Sí,Hombre,No,19,No,0,5,10,4,11,0,0,5,13,2,12,0,8.9,1.4,3.51,Enrolled
Soltero,Otra carrera,2,Enfermería,Diurna,Grado,140,Portugués,Primaria,Básica ciclo 2,No calificado,No calificado,138,No,No,No,Sí,Hombre,No,28,No,0,7,7,7,14.11428571,0,0,8,9,8,15.91111111,0,16.2,0.3,-0.92,Dropout
Soltero,Cambio carrera,1,Administración,Diurna,Secundaria,123,Portugués,Primaria,Básica ciclo 2,Obrero calificado,Obrero calificado,110,No,No,No,Sí,Hombre,No,25,No,0,5,12,3,11,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,Enrolled
Casado,Mayor de 23,1,Trabajo social,Diurna,Educación básica,133.1,Portugués,Primaria,Primaria,No calificado,Administrativo,103.5,No,No,No,Sí,Hombre,No,42,No,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
